id,X,Y,M,V
3359,283.62665,-219.20613,157.07744,0.33950502
3360,203.54005,288.43573,35.575386,0.53382593
3361,98.84723,23.42604,80.37599,0.4714948
3362,250.4568,196.63777,169.07158,0.35072845
3363,-199.27885,190.57002,111.28207,0.5017925
3364,-275.17688,-239.00328,104.67612,0.3604558
3365,356.55225,316.04813,123.63145,0.47262442
3366,-175.83177,140.39781,165.39183,0.4708333
3367,-101.40442,-383.79367,142.45499,0.4260575
3368,-27.672396,177.73293,136.7973,0.4351719
3369,-189.24834,185.09607,128.89673,0.5661437
3370,-295.32486,295.4767,165.99594,0.28445524
3371,-245.41975,-76.85404,166.88533,0.40313327
3372,-215.6436,-366.4025,96.329506,0.61180544
3373,-127.05617,247.06877,62.582195,0.8739435
3374,-69.05856,377.57834,101.73025,0.67584103
3375,185.88857,-181.57042,151.09761,0.8290854
3376,-232.02066,388.27225,46.188873,0.4585361
3377,-234.67128,-139.5467,83.00083,0.29833907
3378,378.97482,141.15643,124.98438,0.2830972
3379,-67.98567,-210.38603,110.33837,0.6332039
3380,369.701,-28.34442,84.52676,0.69403857
3381,-322.10788,-100.33396,142.9389,0.2526496
3382,317.80923,-257.7283,44.543087,0.65994596
3383,65.01436,-260.21375,128.11382,0.75387055
3384,-200.46938,41.007,26.665537,0.63365495
3385,398.81415,-0.51397157,46.41026,0.35191113
3386,377.3185,-24.293146,50.795162,0.6126457
3387,-208.43867,1.7032821,169.34326,0.4551565
3388,-381.81964,164.25807,104.6223,0.401156
3389,-270.31754,-20.579954,25.253061,0.9231531
3390,-21.626192,70.03259,59.695705,0.48912793
3391,-268.06183,28.143627,76.45948,0.9315229
3392,-48.12224,5.6484013,112.855354,0.578775
3393,-234.62186,-379.48575,149.17389,0.54758316
3394,-287.94098,335.1575,47.461514,0.7143638
3395,-270.23914,-149.2887,173.42255,0.4891914
3396,-409.12936,-124.07489,127.34752,0.44126123
3397,280.49078,355.4688,92.33999,0.92047334
3398,-127.671875,133.40886,99.9987,0.23920351
3399,258.9984,-344.95285,154.59349,0.64743966
3400,298.59253,252.87767,76.13548,0.44775295
3401,6.9450817,1.6846306,106.99863,0.34808272
3402,304.39203,174.12079,174.49515,0.62580687
3403,-63.148132,-239.75023,168.19136,0.49244928
3404,-328.8471,-299.0222,54.182186,0.7242738
3405,197.19394,-167.35997,68.478714,0.8452585
3406,-175.0023,53.199078,31.183279,0.6817608
3407,364.84024,253.64746,47.48934,0.54765123
3408,234.99266,333.64005,34.836094,0.95101136
3409,-311.69632,-64.80081,84.98565,0.5867718
3410,195.3918,176.43486,144.66788,0.6883915
3411,-366.4519,-32.848656,151.63223,0.4941476
3412,-5.486223,252.48122,112.780785,0.2712024
3413,-17.446222,-281.02515,100.56514,0.84731084
3414,264.11566,345.3424,60.154568,0.35913152
3415,317.61322,-369.7225,138.92197,0.36992088
3416,-380.62897,29.12024,91.6149,0.6572245
3417,-13.138529,-374.58286,114.7731,0.67503613
3418,-186.24315,66.896,126.07104,0.35584778
3419,309.20428,213.93262,128.59845,0.6668729
3420,64.61046,-355.67215,76.84537,0.25713915
3421,-80.77707,306.66403,65.668915,0.6819698
3422,59.083023,366.41452,100.61167,0.6175255
3423,317.34262,-262.46414,59.100567,1.0785993
3424,278.5728,143.72136,54.488888,0.26939434
3425,-271.65045,-73.0459,162.52097,0.6400822
3426,264.75064,-137.48073,88.33759,0.5160577
3427,-311.25452,-239.86722,33.216763,0.44059366
3428,-149.8865,262.20395,155.79294,0.47809505
3429,267.4084,0.21008852,40.44591,0.31498545
3430,362.52017,181.54138,129.98802,0.21483475
3431,202.82024,294.35757,31.160465,0.38684422
3432,-253.8016,104.99426,114.01025,0.204516
3433,-284.01657,335.4506,65.00062,0.8837845
3434,-120.155685,383.7891,165.97656,0.70097774
3435,-403.6361,-266.24286,56.827957,0.6255952
3436,339.03995,347.93835,43.994217,0.5226448
3437,275.63235,-72.191376,166.20888,0.31863052
3438,330.95212,92.22023,92.56547,0.21275097
3439,-389.13638,66.033264,99.61783,0.43921536
3440,-73.62573,261.86328,102.1424,0.2322008
3441,-384.96906,129.00009,111.71691,0.81251895
3442,-86.1071,246.71555,35.71912,0.4766963
3443,181.10446,350.48337,121.072235,0.57480794
3444,-234.18883,59.56121,103.360466,0.68426913
3445,-300.87692,-188.14088,117.9135,0.93473047
3446,-279.24854,143.47304,134.62381,0.7508525
3447,-19.502825,298.06308,127.14007,0.830647
3448,53.11297,-244.25363,99.56168,0.24225932
3449,-106.626686,-347.52902,25.952005,0.5783611
3450,-246.31491,-307.69424,43.646145,0.5848227
3451,312.71707,-91.536415,54.894993,0.7192488
3452,-379.1929,23.757933,140.66962,0.36606306
3453,-297.83548,186.19038,53.239704,0.9366154
3454,-212.29893,79.07003,67.393456,0.7754802
3455,158.87639,73.57544,31.324858,0.27746648
3456,28.263594,55.421993,71.860115,0.9154247
3457,-313.14954,-95.58521,88.026695,0.75663334
3458,61.958908,154.50066,25.69156,0.56192464
3459,188.37593,-379.50272,54.14301,0.61331004
3460,-3.3497639,-402.8962,126.07964,0.43015343
3461,401.1014,90.81249,101.292465,0.46492785
3462,102.72571,72.39941,69.23813,0.24335557
3463,171.76514,-57.10022,93.18029,0.6393532
3464,270.60345,101.827324,117.094376,0.8179514
3465,-33.815674,70.069016,149.82114,0.23749608
3466,237.73447,50.70966,62.307095,0.58851856
3467,226.55707,-369.04828,95.56939,0.5084814
3468,41.455734,268.86777,84.369514,0.2195788
3469,-193.701,-298.1374,47.77818,0.19390315
3470,-233.89015,-49.137947,33.496574,0.23383075
3471,-65.94401,-354.91238,126.45574,0.71641743
3472,275.73236,23.470276,156.29639,0.7204594
3473,2.2208843,137.86696,159.64044,0.7575955
3474,369.12402,-280.9256,49.925648,0.41645902
3475,-93.35666,303.85376,46.18001,0.43337315
3476,-109.72807,170.34137,138.03009,0.9587299
3477,-19.546282,170.11574,40.40801,0.2092312
3478,136.77809,-44.47344,139.76979,0.50552756
3479,-346.54123,-132.47781,66.04056,0.48316073
3480,234.11647,-43.511803,140.10483,0.7510824
3481,67.62016,22.14316,141.00949,0.67544
3482,55.631203,-176.88078,145.87811,0.22319263
3483,349.58624,-243.6567,137.3184,0.29665393
3484,-53.251183,-216.31325,94.18056,0.3961808
3485,232.99191,-220.34953,145.76437,0.36357313
3486,147.84035,246.46384,143.17102,0.43828326
3487,-270.77628,-32.385387,134.24948,0.195481
3488,-371.0913,185.52602,106.51542,0.8861309
3489,309.56274,-6.3166294,157.50204,0.78592914
3490,154.94798,-279.25433,172.63057,0.42850727
3491,-354.78824,148.72942,64.68099,0.24507684
3492,299.54788,-154.1448,158.79382,0.71924144
3493,-216.67772,67.121376,83.04099,0.37516576
3494,-148.82344,146.17296,154.9789,0.24177486
3495,-322.4348,340.53873,116.9039,0.28540957
3496,72.908035,113.26789,74.98112,0.27830023
3497,325.4657,-318.58316,107.89598,0.25199753
3498,245.05356,-389.3027,144.16537,0.51690435
3499,76.47038,280.5987,62.93334,0.34779328
