id,hhb,hbo2,ca,na
12093,5.5838313,4.142962,8.985797,3.0488143
12094,8.484211,4.814256,10.708895,2.7561066
12095,10.813331,4.9491644,8.727315,3.3784673
12096,11.181798,4.986144,11.225966,3.5647488
12097,6.150015,3.4715621,6.3698816,3.8314655
12098,7.239308,2.9596326,7.0110984,3.2919009
12099,6.0240498,3.9944766,10.298993,2.9363787
12100,9.077524,4.5953083,10.142813,2.1930387
12101,3.5018718,2.9837828,7.4471564,2.1606855
12102,6.1058574,3.095253,8.382673,3.00407
12103,8.793408,3.905786,9.580471,2.9451175
12104,12.021526,4.191719,11.213472,2.274387
12105,7.0021567,3.429558,7.961964,3.6241083
12106,8.064643,4.003438,8.290939,2.9360552
12107,8.716526,3.6100981,8.060591,4.2696085
12108,6.215664,3.8172817,8.213985,2.5770895
12109,8.398539,4.656583,11.136296,2.5642874
12110,6.3797836,3.9153335,10.603382,3.0675807
12111,6.9171224,3.9164941,7.3192544,3.0443695
12112,7.4387183,4.9317636,6.8012123,1.9686295
12113,6.5692496,3.8141785,6.3570147,2.0986133
12114,4.5063133,3.688878,9.46931,3.3147902
12115,11.347114,4.721994,9.380922,4.004792
12116,8.067177,3.525517,7.699901,2.6282492
12117,8.128728,3.1675832,9.503567,2.5503051
12118,6.5702567,4.3573694,13.127144,1.6076212
12119,2.5674586,3.4808078,11.979919,3.0941274
12120,5.5983114,3.7357852,7.7792225,4.5303326
12121,10.540588,3.447058,10.226999,3.5852087
12122,5.462911,3.0960748,9.05533,1.3206193
12123,10.125238,4.433276,14.218079,2.4851527
12124,11.229448,3.1392846,10.071466,1.1354685
12125,9.750482,4.0250244,10.936494,3.592681
12126,7.478718,3.5027125,7.1369753,3.248052
12127,4.4303126,3.011005,5.771728,3.5639389
12128,9.066261,4.9557014,11.002469,3.1128802
12129,13.996864,5.0380373,9.130918,3.2875638
12130,11.572938,3.708254,7.2056236,4.6149077
12131,9.811623,3.3974893,11.390719,3.122805
12132,8.513722,4.9787407,11.678765,3.678538
12133,6.376255,3.764043,7.2500024,2.4393425
12134,7.3057127,4.193761,4.6443205,3.878112
12135,6.6083317,4.1452684,6.1869836,2.8784657
12136,5.0306005,3.503691,8.797395,2.039009
12137,5.280484,4.0200605,9.219973,1.8734362
12138,7.28101,4.074088,6.3903265,3.895951
12139,7.95296,4.3230944,10.341494,3.6789482
12140,9.017779,4.2377195,12.509672,3.1996925
12141,4.3481765,3.2822595,7.185941,2.478124
12142,7.751402,4.5344753,11.467498,3.2583072
12143,5.741807,3.7526,7.1727543,3.121624
12144,13.808805,4.5275693,8.868501,3.497562
12145,10.9172,4.231127,10.874898,4.194808
12146,10.946154,4.6979012,11.885624,2.9134457
12147,12.340952,4.5096617,11.462589,3.5428522
12148,8.374979,4.0344343,9.34983,5.0978966
12149,10.416381,5.263627,11.298461,3.5972595
12150,4.926317,4.3690925,8.341152,3.5372932
12151,15.477529,3.9398167,10.954676,2.8179605
12152,6.9192348,4.06374,7.647829,3.2928834
12153,7.3495145,4.2126036,9.003782,2.9645212
12154,11.7099495,3.8589275,8.203411,4.017785
12155,6.9748816,3.841094,7.3247323,3.9695907
12156,8.749563,3.6914222,7.194547,1.1606073
12157,10.649822,3.294073,7.840777,2.444296
12158,11.092555,4.4202795,7.609874,3.1170552
12159,9.376787,4.0169797,7.4487114,2.618546
12160,4.679169,3.888093,10.0669,2.6562047
12161,10.540177,3.6741157,7.330081,2.5451016
12162,5.9996085,4.1730247,9.484697,2.970344
12163,8.2086935,4.014817,7.5098915,3.1530068
12164,4.3646946,3.5649815,8.47187,2.7991722
12165,4.9000926,4.0773945,9.285327,2.571787
12166,8.964141,4.84271,9.086479,3.10603
12167,6.0164247,3.7002037,7.867737,2.2158408
12168,6.8136578,4.0700064,7.7985387,2.4880176
12169,5.504863,3.3655593,7.001938,3.2184865
12170,9.908407,3.8476977,9.80662,1.0531497
12171,11.023236,4.4391766,12.027959,2.800119
12172,7.1083746,3.9918005,13.089298,2.4893126
12173,7.53239,2.8974948,10.194183,2.4998372
12174,9.162388,3.0697334,10.144692,4.241784
12175,4.955853,3.5655413,9.087528,3.3603656
12176,9.928012,3.7827497,11.219552,3.2318726
12177,11.247711,4.200487,9.569257,3.0580132
12178,12.107907,4.349176,11.575851,3.8919241
12179,5.7355137,3.230707,9.203748,2.8168757
12180,8.646102,4.224413,9.9266815,4.6191216
12181,9.185967,4.82477,9.4126215,2.9553838
12182,3.9544632,3.8898795,6.668719,2.0024228
12183,3.3302772,3.2964056,8.863209,3.142738
12184,6.908874,3.8812523,9.226755,3.1638346
12185,7.1783586,3.7853446,9.333996,2.1111786
12186,7.5035744,4.017308,8.590008,2.0623765
12187,4.429149,3.6249764,8.399605,3.2637813
12188,5.3322854,4.1714706,9.005571,2.1884716
12189,7.6829243,4.0922527,8.052081,3.41427
12190,11.940697,4.748954,10.318577,3.8065984
12191,9.455559,4.352818,9.836111,4.157422
12192,6.971018,3.1073484,9.558108,4.5347404
12193,4.1488695,4.1349406,8.624169,3.0546887
12194,9.991571,4.458419,9.427869,4.218749
12195,10.6300335,4.165595,9.805454,2.8158412
12196,8.496075,3.453799,7.27476,2.9142108
12197,7.310368,3.8540642,9.27772,1.7511266
12198,8.487511,3.2492983,7.5664682,3.2985146
12199,7.043613,4.032962,9.160773,2.8738585
12200,5.648734,3.937544,8.791204,3.0648155
12201,8.7082615,4.754247,10.703268,3.1930373
12202,11.57268,3.5939326,7.682914,3.1333919
12203,3.4265685,3.4822013,7.3742843,2.728549
12204,3.7127469,3.3656337,8.312528,0.9067668
12205,9.046834,3.6652935,9.749388,1.9932101
12206,10.0161085,5.457939,7.5474224,2.9640336
12207,3.8813815,4.079324,9.204575,4.0058346
12208,10.996778,5.0735574,11.465172,5.201126
12209,7.2449236,4.1560116,10.559463,2.8186958
12210,6.3638873,4.2369804,9.534417,2.6515987
12211,4.732296,3.8143337,8.662931,3.4271224
12212,5.880198,3.90636,9.805461,3.8365297
12213,8.594047,3.4853878,8.801078,2.8075786
12214,8.058025,3.979707,8.71037,2.8144948
12215,8.926589,4.0856533,8.0233,2.6977684
12216,10.4331,3.7941117,9.509965,4.1853805
12217,8.056431,4.0955324,9.951129,4.1816382
12218,5.431921,3.7631183,8.683347,2.6582751
12219,6.9919195,4.8011603,12.00195,2.1135545
12220,11.125267,4.725447,10.247059,2.805343
12221,10.451474,4.223857,8.917149,3.223533
12222,8.012186,3.9984806,9.250534,3.2005486
12223,6.1184206,3.7729816,7.2421737,3.1089368
12224,12.460856,4.7292867,8.776803,2.872456
12225,6.2293515,4.403611,4.5341563,3.367475
12226,4.458702,2.6001801,7.2614193,2.3399363
12227,14.273585,2.871835,8.716412,2.8318646
12228,5.991191,3.846391,8.833426,3.623878
12229,6.3392467,3.8067582,12.227557,3.7447886
12230,5.782597,2.8595977,8.811286,2.5991843
12231,5.8769226,4.584201,11.516317,3.027534
12232,10.420775,4.2106566,9.908811,2.9079154
12233,8.936656,2.8972626,6.646443,2.5479074
12234,8.673368,4.4416924,7.936476,2.4619098
12235,4.094427,3.3778932,6.4094176,2.6495485
12236,10.536037,4.6021695,9.907553,2.865982
12237,3.961146,2.7854388,7.115536,2.4854336
12238,11.931877,3.1539748,9.741489,2.8694131
12239,7.62274,2.9227026,12.2978115,2.267292
12240,9.811376,3.5799067,9.503945,0.8914671
12241,9.0024395,3.6941495,10.418591,2.335855
12242,8.475479,3.7529604,6.4360313,3.28182
12243,10.8515415,3.8531997,7.1388083,4.823418
12244,6.6506643,4.4942436,11.429593,3.7572484
12245,9.095889,4.1559153,9.722196,3.0432582
12246,8.260178,4.300806,9.102461,2.844454
12247,12.211534,3.8641918,9.493722,3.4703684
12248,9.168763,4.447729,10.223488,3.2716546
12249,3.6140518,3.3173032,11.199804,2.9694657
12250,9.765262,4.619395,10.350493,3.3147976
12251,13.742303,5.697398,11.416019,2.417004
12252,9.747159,5.1167135,10.6137295,3.1726766
12253,7.4848104,4.4770765,9.221096,3.4199657
12254,8.321829,4.3605003,9.529351,3.7651443
12255,11.270361,5.08806,4.231045,6.146732
12256,6.878646,3.6417637,8.114125,3.3840835
12257,9.500074,4.6889167,7.792389,2.176569
12258,8.845897,3.5297935,7.159937,3.217145
12259,7.446037,3.7341764,6.126976,2.7672758
12260,6.2618747,3.0204983,6.460378,1.2508936
12261,8.129742,4.592834,7.068075,3.1371303
12262,5.3624477,4.00028,8.264543,3.102608
12263,8.511815,4.5042944,8.483528,3.9574897
12264,11.770602,3.681745,7.0425243,3.9972074
12265,6.3245807,3.9443069,8.957047,3.2774403
12266,-1.7753863,2.4662557,6.7899156,2.1008797
12267,11.582536,4.3759203,13.670557,2.0591173
12268,9.587958,3.025917,7.9015203,3.0480177
12269,5.6065717,4.135848,6.8213315,2.9304342
12270,3.158951,4.1842175,10.22339,3.1651287
12271,10.594372,4.0865083,9.447941,3.6976094
12272,8.293655,4.7538743,9.517589,3.1493459
12273,8.470163,3.3210385,7.811931,3.2079594
12274,8.920839,3.7447548,7.915774,3.0384166
12275,8.961508,3.9428804,10.433024,4.3800273
12276,10.923096,4.4578676,12.190522,2.9214842
12277,7.664409,3.779277,8.155613,3.341478
12278,6.9673,4.3526,9.615452,3.7910876
12279,7.8068886,4.0682945,8.833207,3.1304164
12280,10.53961,4.087029,9.905106,3.390323
12281,11.997729,3.9440122,9.139097,3.5960717
12282,7.989992,3.1512225,8.761258,3.0855122
12283,7.7867737,4.536371,10.576943,3.1545067
12284,5.2368174,4.260331,9.752256,1.9589608
12285,6.5310307,3.8959372,11.39416,3.0559149
12286,4.9531636,4.436346,10.952337,3.8430848
12287,7.9973564,3.3592641,7.657855,3.769265
12288,12.451371,5.1948905,12.224879,2.6812923
12289,10.505321,4.1306477,11.068738,4.2264647
12290,10.205538,4.371082,9.997144,2.174137
12291,7.5473475,4.232894,10.06967,3.7553117
12292,11.162611,5.035072,10.733386,3.5327728
12293,8.651974,4.1305876,10.189786,2.5439866
12294,6.756273,4.0484543,10.443549,2.4330451
12295,11.057236,4.266466,6.6895146,5.2076325
12296,7.6650443,3.5663102,5.7322807,2.9094632
12297,6.0455003,2.661185,8.628307,2.7393565
12298,6.8005524,3.6535575,8.897546,4.845564
12299,7.6510854,3.407846,11.399091,2.2713792
12300,8.214649,4.5174675,9.688453,2.9793859
12301,4.320302,3.6480734,6.750292,4.7475734
12302,6.9940324,3.7055478,6.3113084,1.9013803
12303,8.424792,4.244565,13.082024,0.5961588
12304,5.970601,3.6385815,8.036709,2.415907
12305,11.053579,3.833595,7.853961,3.6659217
12306,11.239782,3.9843469,10.991971,4.7408977
12307,11.655736,3.6983879,8.982857,3.3234475
12308,9.059047,4.221808,8.438308,3.0649014
12309,4.9698005,3.4600248,6.751028,3.1658425
12310,6.2638636,3.9126701,7.9342904,3.259638
12311,4.9982166,3.9456785,6.78221,2.666812
12312,10.438421,4.661964,10.878348,3.4956017
12313,8.616656,2.4400098,6.4311604,2.3369522
12314,6.881013,3.0080545,9.501763,2.4488416
12315,8.499726,3.748997,7.905011,4.9466114
12316,7.120856,3.8051038,9.77949,4.7096457
12317,7.87518,4.424939,10.772886,2.7867339
12318,8.427769,4.127715,10.578933,2.2198582
12319,9.680489,4.1807275,6.7802234,2.7947628
12320,3.571052,3.7580051,7.5553493,2.1715877
12321,7.991236,4.1314993,10.582392,2.9515522
12322,13.194456,4.6814456,11.395313,3.8647346
12323,7.833561,3.1491706,5.1867857,2.7231715
12324,5.491956,3.6278098,8.133482,3.5860884
12325,11.027341,4.246877,10.290258,3.5635085
12326,8.425586,4.2322845,8.456884,3.436893
12327,9.323519,3.5034063,8.5998,2.7159796
12328,7.763001,3.7125719,8.921983,4.2272983
12329,8.6303625,3.8193784,7.0020595,2.3236556
12330,9.047945,4.8581734,9.905518,2.3304632
12331,10.514604,3.723507,10.0856085,2.5880806
12332,6.6695876,3.9566398,8.167809,2.6275055
12333,14.924389,3.870811,10.319094,2.9983568
12334,16.717468,3.5044186,7.5152125,2.9571266
12335,10.458994,4.328352,7.9160385,2.7784793
12336,3.9201887,4.204939,11.550414,2.4661303
12337,5.418281,4.1805863,8.514295,2.874944
12338,10.499324,4.1482477,10.252533,2.4881191
12339,2.853542,3.8425832,10.875551,2.9558556
12340,8.86849,5.5174804,10.681026,3.467067
12341,8.056643,3.73092,8.831954,3.460998
12342,6.3517494,5.5807667,11.991992,3.8495803
12343,9.285162,4.580933,11.930244,2.6468904
12344,8.087252,3.4684563,10.614261,2.4623165
12345,5.3601785,3.3941135,7.1285896,2.6887715
12346,9.000857,3.7547853,7.878363,2.663596
12347,9.4422455,4.471551,10.164298,3.0242734
12348,3.1345134,3.4029822,9.002101,2.202245
12349,11.25582,4.148721,9.135622,3.2972906
12350,7.8722916,4.2139034,9.609645,2.685602
12351,6.587064,3.975966,9.229598,5.4725614
12352,3.507718,3.1572247,8.206717,3.4308095
12353,11.497865,4.106946,7.154778,3.7412274
12354,9.04094,3.8480895,7.6043105,1.6749055
12355,7.8157215,4.3712206,7.8807354,1.5596251
12356,7.078296,3.9516048,9.918382,1.8859134
12357,16.584026,3.8073456,6.693307,4.0423145
12358,8.805493,4.3964734,9.430874,3.4338865
12359,11.256087,4.344102,8.892641,4.044404
12360,7.7542257,4.0810604,9.3954735,4.275407
12361,10.560907,4.398578,7.93045,1.376145
12362,9.397566,4.6717567,8.389743,2.969381
12363,6.7176514,4.799734,10.7892275,2.6971414
12364,7.688964,3.9519372,10.59844,2.211731
12365,3.6863434,3.7006874,7.6972494,2.1100063
12366,2.671235,3.2761843,7.878248,4.5295343
12367,3.7439241,3.2853491,5.5659666,2.607707
12368,3.5023255,3.8542724,7.0577865,1.322337
12369,5.4148583,3.5588686,8.875026,3.0153077
12370,10.066347,4.186655,9.992974,2.6772602
12371,4.865312,3.8267853,6.93218,2.4289713
12372,3.5412138,3.9216151,9.6741705,2.4817266
12373,6.6886735,4.440874,8.869106,2.4429295
12374,4.6703506,3.4567099,4.661405,3.0952897
12375,10.638715,4.8909817,8.465549,3.049193
12376,9.739339,4.7420278,8.400475,2.862108
12377,10.001676,4.3317723,10.101051,4.214937
12378,5.9738755,3.550103,7.562823,2.5167341
12379,7.7089863,4.8759303,9.792754,4.297127
12380,4.047802,3.1974542,9.374089,2.334478
12381,4.5268893,3.2874744,8.068165,3.6660948
12382,8.432592,3.7696006,12.858903,2.7514787
12383,6.991889,4.044064,7.403025,3.26338
12384,12.106293,3.9304962,11.764465,2.9581068
12385,10.045183,3.5511966,9.481117,3.231497
12386,8.577212,4.1645203,11.128913,2.9352727
12387,9.515538,4.1537275,8.8801155,3.4659536
12388,8.818733,3.7895885,9.020397,0.40228778
12389,10.396031,4.1001782,7.739685,4.286834
12390,12.12962,4.41492,10.360332,2.6821108
12391,7.2335587,2.7894542,8.909042,2.410001
12392,9.441916,3.9816215,8.701296,3.497394
12393,8.042706,4.2967224,8.674489,3.5629861
12394,9.389127,4.8687983,8.859785,5.4930406
12395,5.3954735,3.9133162,9.204021,4.719202
12396,5.29668,3.288128,6.259211,1.962853
12397,11.018868,4.1469975,10.778321,3.3900208
12398,6.4060807,3.3667264,9.713994,3.1286845
12399,8.305635,4.504704,10.888,4.0801105
12400,5.0219264,3.4880595,6.0458508,2.5507753
12401,9.171051,3.1327333,7.886475,3.050895
12402,8.623881,4.039184,7.066015,3.328513
12403,7.4343457,3.013683,9.652642,4.681695
12404,9.110168,4.5099187,11.304077,1.664566
12405,4.2522573,3.734343,10.113937,1.8182728
12406,6.6900477,4.156068,11.945726,3.7099042
12407,3.655191,3.9721253,8.883041,1.7477214
12408,5.672997,3.7122598,7.000945,2.8796806
12409,11.857614,3.9953537,10.756528,3.279832
12410,10.680525,4.8349,8.290802,2.868909
12411,6.4609814,4.0809913,6.9404325,2.744541
12412,8.030016,4.8385677,10.740206,2.8989797
12413,8.432202,4.5890713,9.260949,3.071427
12414,9.816008,4.3617244,9.134228,3.1713438
12415,6.098803,3.1590252,7.584139,3.7266612
12416,2.7655118,3.630525,8.567893,2.421879
12417,4.4961815,3.741527,8.869591,2.5478978
12418,6.9147167,4.109153,8.15408,1.6238707
12419,11.523279,4.1071916,9.891179,3.9353535
12420,6.859365,4.12722,11.598313,3.0779781
12421,10.885641,3.2679985,10.26916,2.8266711
12422,7.4064054,3.5649865,7.8731174,2.9197955
12423,7.7685547,3.9967775,8.820308,4.408113
12424,11.524953,4.2333612,9.157441,4.598033
12425,5.991857,4.178112,9.23826,2.9684958
12426,9.983123,4.9230204,7.721139,4.900823
12427,8.925428,4.57699,10.275052,2.9556708
12428,6.4353247,3.4290364,9.821626,2.9678087
12429,3.5276601,3.0310225,10.123936,3.1746235
12430,4.6695137,3.8620436,12.512518,2.4118204
12431,8.3603945,4.44036,10.373585,3.2633495
12432,8.752475,4.717179,11.299376,3.0516024
12433,6.508113,4.6220117,8.806397,2.5462086
12434,6.2328606,4.2313166,8.037987,1.9496621
12435,7.035272,3.9645839,6.448033,2.5854332
12436,5.66619,3.8398356,4.8027844,2.8271658
12437,5.175539,3.4615674,6.4782286,3.1913052
12438,7.10845,2.6898446,7.441605,0.87550044
12439,3.368036,3.350767,6.4104595,1.559449
12440,10.442423,3.9349391,6.7702155,1.8073722
12441,8.751826,3.7454667,7.5566807,3.5550685
12442,3.2512445,3.6718264,9.447793,2.6597722
12443,8.358273,3.4050393,9.3443165,2.9955418
12444,11.875709,4.409087,7.3850627,3.7837696
12445,10.678827,3.3163328,7.8138127,2.306146
12446,10.228532,4.484047,9.068949,3.441475
12447,5.512671,3.1397283,5.13098,2.4624043
12448,6.375628,3.6857238,9.863427,2.482607
12449,7.0705013,3.3550687,6.911044,3.2206063
12450,11.554635,4.310696,14.46753,2.0852296
12451,10.229233,4.13632,10.443132,3.276003
12452,14.43656,3.9516964,5.858984,3.4031196
12453,8.651174,3.3045552,5.8443,3.0553515
12454,8.480768,3.5617006,9.060759,2.7136176
12455,11.785019,4.3290176,10.242669,3.24429
12456,8.306809,2.6035213,8.153973,3.2543416
12457,11.583994,4.4667163,11.855913,3.5117967
12458,11.445056,3.7854962,10.77847,3.506661
12459,5.765231,3.931662,8.48196,1.9262514
12460,6.0312834,3.8621647,8.503325,1.6484133
12461,6.1560802,3.820008,7.355161,3.8070216
12462,8.884338,3.5382962,10.031128,4.1135073
12463,8.146633,3.326596,5.489509,3.0083075
12464,7.8367276,4.0470004,9.395067,2.7029674
12465,9.022309,4.735727,12.009661,3.4234726
12466,9.359584,4.6890917,9.833972,3.0571282
12467,7.3480296,4.552892,9.353605,3.6264412
12468,4.5822654,4.990907,8.911001,0.9867189
12469,5.4588885,3.445431,5.608299,0.6170048
12470,9.23701,5.0669165,9.006232,3.3756604
12471,9.9559765,4.2835474,9.8819895,4.246297
12472,5.503947,3.7517502,7.3820343,3.6155176
12473,4.2177434,3.8816626,5.4631066,2.9542716
12474,3.9601223,4.222605,6.7228074,2.1453238
12475,0.43093675,3.1466143,7.8641696,3.959952
12476,3.9069998,3.6101053,9.161014,2.5851817
12477,5.7614093,4.0118804,9.406288,2.8961952
12478,11.225221,4.6695666,9.859555,3.665833
12479,11.398948,3.8795164,9.711115,3.7321289
12480,3.4855084,3.3055983,6.7079086,2.5675738
12481,8.014437,4.42396,8.028146,3.645066
12482,13.9016285,4.7700233,12.198928,3.9485266
12483,6.9619293,3.3265045,8.463736,2.6435912
12484,6.504682,3.3459375,7.4432116,3.1718805
12485,7.9776373,4.1074505,6.9777455,3.773074
12486,5.964911,3.5710475,10.196102,1.8454442
12487,12.184057,4.662745,9.039894,2.741664
12488,7.551674,2.9129577,3.5375228,3.2251103
12489,10.859667,4.6003475,8.111526,4.3822494
12490,10.32072,3.9113836,11.524906,4.520908
12491,4.9740677,3.539418,8.152712,2.86555
12492,9.479587,3.5606956,6.866811,2.4027145
12493,9.12324,4.280819,9.090251,2.765898
12494,6.395411,4.0474563,7.1030087,3.1480746
12495,7.134115,3.8647974,8.302582,3.7675264
12496,4.511476,3.6688452,7.0461373,3.8136551
12497,4.964976,4.175351,9.064977,2.141843
12498,5.964068,3.4915783,8.2494755,3.64502
12499,6.9047503,4.033357,8.239025,2.8429213
12500,11.358436,4.631667,8.129488,3.5510736
12501,6.11533,3.7847507,6.9790015,3.0689688
12502,6.227443,4.0181704,5.989018,2.6582706
12503,9.206908,4.340341,8.905155,2.9174669
12504,11.952609,3.8622458,10.285073,3.6881068
12505,9.947327,4.2630396,11.200058,4.895255
12506,10.574341,5.0422373,8.2087,2.298243
12507,6.5955315,3.7636237,8.339127,2.4751787
12508,9.041734,4.4866495,8.324899,2.573477
12509,7.191666,4.0644875,8.304243,3.2093875
12510,4.891957,4.460016,8.713481,3.3312976
12511,8.566552,3.7321198,7.443952,3.3237436
12512,7.6514864,3.8413804,12.195759,3.2822573
12513,6.964383,4.4128637,9.18333,1.8528016
12514,8.845989,3.862604,7.9790263,2.5704467
12515,7.62429,3.9536483,7.314011,2.5176487
12516,4.698129,4.1024895,6.604839,2.0377648
12517,5.5896053,4.3402386,7.39053,1.5887748
12518,8.254406,3.5250297,8.663218,3.6077867
12519,8.673935,4.181507,7.63452,3.0023732
12520,6.2641625,4.5397954,10.316542,2.673113
12521,10.924427,3.7462444,6.4126635,5.606222
12522,8.195738,3.3688788,6.524091,3.7253172
12523,4.0498514,5.3297257,8.939024,3.7827482
12524,7.239881,4.4159374,7.106035,3.1063814
12525,11.370257,4.45253,9.260873,3.2946723
12526,7.8343763,3.9763348,8.153042,2.7082872
12527,9.072801,3.2534528,7.8338966,2.7870069
12528,7.3389425,3.370503,9.3460655,0.9802091
12529,8.872624,4.126457,7.9698772,2.7346902
12530,9.180393,2.7159889,9.189939,3.5811863
12531,5.8166747,4.559356,12.5879755,2.9139218
12532,8.764577,4.0590706,10.857224,1.7373818
12533,9.944235,4.217304,10.156458,2.0687995
12534,9.83792,3.3715796,6.2943034,-0.18178779
12535,8.449022,4.2661943,5.606007,2.9722373
12536,6.894946,4.0329876,11.86403,1.9041922
12537,7.1038327,4.047441,11.45377,3.2853851
12538,7.2084455,4.2276907,9.162812,2.694313
12539,8.032951,4.1914306,7.4420643,3.562613
12540,12.129992,4.3464136,10.971399,2.9615667
12541,6.0933084,3.635023,6.5835714,3.236619
12542,9.936193,5.079309,11.964785,3.0722706
12543,9.279835,4.744187,9.95025,2.6250439
12544,6.3790593,4.150566,11.270972,1.6959705
12545,6.852533,4.0078497,8.968887,2.5271096
12546,10.222363,4.3962436,9.949767,4.002577
12547,5.363265,4.4509764,9.476652,3.1875615
12548,8.287371,4.36949,10.10413,2.5748348
12549,10.272659,3.1189241,8.179157,2.937116
12550,4.916369,4.907171,8.794073,1.8866938
12551,8.6397915,4.3450556,11.913456,2.2566106
12552,4.396095,3.8309088,9.210057,2.4631042
12553,4.8220186,3.577866,9.098134,2.7290702
12554,2.5904202,2.9740021,9.440707,2.603222
12555,2.8845294,3.402364,7.7743945,3.9860725
12556,7.1716557,3.6642554,8.948269,4.987909
12557,11.164982,3.9537508,7.4317513,2.4351745
12558,7.565569,3.2439442,8.936664,2.4855075
12559,8.716172,3.5786827,5.4503117,3.2077518
12560,7.6099124,3.9448283,6.8277063,3.035294
12561,8.4262085,3.91376,7.1882243,3.382643
12562,5.9101186,4.377216,10.562878,3.6685457
12563,7.5019507,4.4728894,9.3786955,4.0720253
12564,9.831603,4.64737,6.915491,4.1906323
12565,9.686404,3.630181,10.029891,1.9462435
12566,4.674935,3.7389429,6.898311,3.0823884
12567,11.102796,4.451018,10.990248,3.4173074
12568,5.1694784,3.4535208,6.7079353,2.729528
12569,9.289167,4.411377,10.455562,2.3709106
12570,5.873631,2.6945155,5.791694,2.6078193
12571,10.241132,3.9525228,8.324644,3.8467371
12572,13.119557,4.842277,10.908276,3.5777473
12573,10.50487,4.5763803,7.3074837,2.5273724
12574,9.915673,4.2015314,10.512978,2.7983377
12575,7.484185,4.4487624,7.3224373,3.4194508
12576,9.99913,5.0999074,11.347139,2.4654875
12577,8.328171,3.9401894,7.0057955,3.3198361
12578,4.9311852,3.6479192,9.121274,2.461337
12579,9.374991,4.062932,9.325059,2.1870751
12580,2.5313761,3.5196252,9.248719,2.7763596
12581,3.54922,3.2910569,9.505323,4.155368
12582,8.719507,4.2765055,8.55571,2.5766532
12583,5.6908665,3.541428,10.612947,2.6291256
12584,7.2528977,4.243927,8.982913,2.0983787
12585,11.026141,4.025522,9.715209,3.0907178
12586,4.96974,3.3218665,5.8977065,3.774136
12587,17.356686,5.374928,12.592527,3.4405003
12588,10.738641,4.5721583,9.995879,3.5539336
12589,8.173864,3.7033308,9.358521,3.719597
12590,6.55139,3.6525767,7.7650023,3.9125943
12591,7.365373,3.5721834,7.129999,3.6100607
12592,6.3956184,3.5210412,7.576391,3.036663
12593,5.201463,3.3458784,9.733473,2.5872982
12594,7.4836035,4.439183,8.727612,1.5507255
12595,2.6070244,3.2266498,7.2131834,2.8311777
12596,2.4788244,4.020707,9.709364,3.2862403
12597,1.7664125,3.615213,10.949177,2.877544
12598,13.84345,4.6073217,10.53037,3.6982474
12599,12.059818,4.277479,10.328583,4.0989976
12600,7.0887117,4.309263,9.478293,3.5925715
12601,9.9178,4.4383364,10.076371,3.141821
12602,7.358082,3.7559237,9.572682,3.601464
12603,11.881307,4.2276354,10.406826,5.21764
12604,4.6002913,2.1711931,6.9663706,3.5981388
12605,4.899086,3.891414,11.496624,2.3406906
12606,4.6982064,4.0660257,9.532233,1.9753246
12607,6.856597,3.9268172,9.330956,3.4006832
12608,8.6363945,2.6868796,6.2271233,2.8559647
12609,6.536173,3.2109175,7.2013674,3.6211765
12610,4.9778495,3.828399,9.30669,2.7975876
12611,7.240408,4.0633235,10.057548,1.3672501
12612,6.947262,4.618307,10.107716,2.4689028
12613,9.065911,4.3379526,8.583348,2.8238394
12614,4.4300027,3.645737,9.755462,1.9461876
12615,11.321138,4.632409,9.839087,2.4080248
12616,8.408213,3.8584785,10.144074,2.1388092
12617,9.654154,4.191675,9.545864,3.3713088
12618,7.2539644,4.285375,8.631415,3.909576
12619,6.8068085,4.4791536,9.29537,2.1605453
12620,4.797074,3.6258407,10.514001,3.3727472
12621,4.206669,3.9130986,11.323476,4.1793485
12622,4.5762243,3.056475,6.8723416,3.3951619
12623,9.42213,4.7807612,9.731254,3.7533438
12624,2.559444,3.4919443,6.1245494,3.4967425
12625,3.8674245,4.204172,12.634049,0.7588128
12626,5.2467456,3.876873,9.046604,2.3212218
12627,7.049099,3.8472471,10.837796,1.4516599
12628,9.096104,3.6219664,8.20639,2.6066983
12629,7.3681183,4.82596,7.3927307,2.933472
12630,8.8572645,4.1055655,8.795878,3.1037364
12631,3.2804973,3.6702895,10.060834,2.665677
12632,10.6613035,5.301729,15.249556,4.2571573
12633,7.0953197,3.8496282,9.717791,3.082467
12634,11.786071,4.613458,13.171028,4.0327473
12635,6.752803,3.845777,9.271837,1.9679043
12636,8.290561,4.841786,10.847584,4.001236
12637,11.488328,4.7432594,10.320485,3.7675288
12638,13.608403,3.745814,10.298777,2.9647553
12639,9.966691,4.0510054,7.5539055,2.888063
12640,10.408,4.643851,10.411549,3.7430732
12641,5.0456724,3.2995596,7.007881,2.927262
12642,10.15993,4.3417153,9.489185,3.780063
12643,10.707502,3.7557137,7.148151,4.084408
12644,6.76925,3.5943372,9.426825,3.0764287
12645,4.8114,3.6861002,8.485865,3.2491186
12646,7.6267424,4.2030745,10.316489,2.7308166
12647,7.551867,3.5115438,7.7076836,2.4547062
12648,5.6516757,3.6240482,6.724065,2.3821054
12649,4.798429,2.9786,6.8584695,1.9325742
12650,8.961347,4.3849072,9.127312,2.993716
12651,8.802317,3.634367,7.1008964,2.0965989
12652,8.945865,4.4780383,9.726745,2.3432405
